2021-12-17_09:37:01.606,sell,IF2201,5038.4,2,dir,2,info=,5019.98,5039
2021-12-17_09:58:46.190,sell,SGX_CN_2112,16046,30,dir,2,info=,16022.3,
2021-12-17_09:58:46.204,buy,IF2112,5002.6,2,dir,6,info=,
2021-12-17_09:58:46.204,buy,IF2112,5002.6,1,dir,6,info=,
2021-12-17_09:58:46.205,sell,IC2112,7367,1,dir,5,info=,
2021-12-17_13:36:01.200,sell,SGX_CN_2112,15944,2,dir,2,info=,15916.3,
2021-12-17_13:36:01.201,sell,SGX_CN_2112,15944,6,dir,2,info=,15916.3,
2021-12-17_13:36:01.207,sell,SGX_CN_2112,15944,22,dir,2,info=,15916.5,
2021-12-17_13:36:01.231,sell,IC2201,7307,1,dir,5,info=,7331.7,7307.2
2021-12-17_13:36:01.949,buy,IF2201,4990.2,1,dir,6,info=,4971.01,4989.6
2021-12-17_13:36:02.035,buy,IF2201,4990.2,2,dir,6,info=,4971.01,4989.6
2021-12-20_10:10:03.642,buy,SGX_CN_2112,15881,1,dir,1,info=,15868.5,
2021-12-20_10:10:03.643,buy,SGX_CN_2112,15881,1,dir,1,info=,15868.5,
2021-12-20_10:11:32.188,buy,SGX_CN_2112,15891,18,dir,1,info=,15879.5,
2021-12-20_10:11:32.189,buy,SGX_CN_2112,15891,10,dir,1,info=,15879.5,
2021-12-20_10:11:32.215,sell,IF2201,4960.8,1,dir,2,info=,4935.39,4961.2
2021-12-20_10:11:32.216,buy,IC2201,7241.6,1,dir,1,info=,7246.61,7242
2021-12-20_10:11:32.230,sell,IF2201,4960.8,1,dir,2,info=,4935.39,4961.2
2021-12-20_10:11:32.587,sell,IF2201,4960.6,1,dir,2,info=,4935.39,4961.2
2021-12-20_14:49:59.535,sell,SGX_CN_2112,15719,3,dir,2,info=,15713.8,
2021-12-20_14:49:59.552,sell,SGX_CN_2112,15719,12,dir,2,info=,15713.8,
2021-12-20_14:49:59.552,sell,SGX_CN_2112,15719,6,dir,2,info=,15713.8,
2021-12-20_14:49:59.553,sell,SGX_CN_2112,15719,9,dir,2,info=,15713.8,
2021-12-20_14:49:59.556,buy,IF2201,4900.2,1,dir,1,info=,4873.65,4899.6
2021-12-20_14:49:59.558,sell,IC2201,7224,1,dir,2,info=,7194.7,7223.8
2021-12-20_14:49:59.820,buy,IF2201,4900.2,1,dir,1,info=,4873.65,4899.6
2021-12-20_14:49:59.821,buy,IF2201,4900.2,1,dir,1,info=,4873.65,4899.6
2021-12-20_14:53:02.876,sell,SGX_CN_2112,15717,30,dir,2,info=,15714.9,
2021-12-20_14:53:02.898,buy,IF2201,4898.2,3,dir,1,info=,4873.83,4898.4
2021-12-20_14:53:02.898,sell,IC2201,7228.4,1,dir,2,info=,7197.91,7228.4
2021-12-20_14:53:19.538,sell,SGX_CN_2112,15720,25,dir,2,info=,15717.1,
2021-12-20_14:53:19.543,sell,SGX_CN_2112,15720,5,dir,2,info=,15717.1,
2021-12-20_14:53:19.558,buy,IF2201,4898,1,dir,1,info=,4874.35,4898
2021-12-20_14:53:19.558,buy,IF2201,4898.2,1,dir,1,info=,4874.35,4898
2021-12-20_14:53:19.559,buy,IF2201,4898.4,1,dir,1,info=,4874.35,4898
2021-12-20_14:53:19.560,sell,IC2201,7228.4,1,dir,2,info=,7198.55,7228.4
2021-12-20_14:54:59.561,sell,SGX_CN_2112,15719,21,dir,2,info=,15715.3,
2021-12-20_14:54:59.564,sell,SGX_CN_2112,15719,1,dir,2,info=,15715.3,
2021-12-20_14:54:59.571,sell,SGX_CN_2112,15719,8,dir,2,info=,15715.2,
2021-12-20_14:54:59.587,buy,IF2201,4898.6,1,dir,1,info=,4874.49,4898.4
2021-12-20_14:54:59.587,buy,IF2201,4898.8,1,dir,1,info=,4874.49,4898.4
2021-12-20_14:54:59.588,buy,IF2201,4899,1,dir,1,info=,4874.45,4898.4
2021-12-20_14:54:59.590,sell,IC2201,7226.8,1,dir,2,info=,7196.42,7227.4
2021-12-21_10:10:29.996,sell,SGX_CN_2112,15827,30,dir,2,info=,15807.7,
2021-12-21_10:10:30.008,buy,IF2201,4926,3,dir,1,info=,4902.79,4925.6
2021-12-21_10:10:30.017,sell,IC2201,7254.6,1,dir,2,info=,7239.12,7254.2
2021-12-21_13:42:22.450,sell,SGX_CN_2112,15759,1,dir,2,info=,15752.6,
2021-12-21_13:42:22.758,sell,SGX_CN_2112,15759,1,dir,2,info=,15752.7,
2021-12-21_13:42:22.981,sell,SGX_CN_2112,15759,1,dir,2,info=,15752.6,
2021-12-21_13:42:23.138,sell,SGX_CN_2112,15759,1,dir,2,info=,15752.9,
2021-12-21_13:42:24.302,sell,SGX_CN_2112,15759,3,dir,2,info=,15754,
2021-12-21_13:42:24.303,sell,SGX_CN_2112,15759,23,dir,2,info=,15754,
2021-12-21_13:42:24.320,buy,IF2201,4917.6,1,dir,1,info=,4897.53,4917
2021-12-21_13:42:24.321,buy,IF2201,4917.6,1,dir,1,info=,4897.53,4917
2021-12-21_13:42:24.322,sell,IC2201,7281.6,1,dir,2,info=,7259.55,7281.2
2021-12-21_13:42:24.705,buy,IF2201,4917.6,1,dir,1,info=,4897.53,4917
2021-12-21_14:23:07.915,sell,SGX_CN_2112,15801,12,dir,2,info=,15803.6,
2021-12-21_14:23:07.932,buy,IF2201,4929.6,1,dir,1,info=,4913.95,4929.6
2021-12-21_14:23:07.937,sell,SGX_CN_2112,15801,3,dir,2,info=,15803.6,
2021-12-21_14:23:07.937,sell,SGX_CN_2112,15801,1,dir,2,info=,15803.6,
2021-12-21_14:23:07.938,sell,SGX_CN_2112,15801,1,dir,2,info=,15803.6,
2021-12-21_14:23:07.944,sell,SGX_CN_2112,15801,1,dir,2,info=,15803.6,
2021-12-21_14:23:07.945,sell,SGX_CN_2112,15801,5,dir,2,info=,15803.6,
2021-12-21_14:23:07.945,sell,SGX_CN_2112,15801,3,dir,2,info=,15803.6,
2021-12-21_14:23:07.946,sell,SGX_CN_2112,15801,4,dir,2,info=,15803.6,
2021-12-21_14:23:07.961,buy,IF2201,4929.6,1,dir,1,info=,4913.95,4929.6
2021-12-21_14:23:07.961,buy,IF2201,4929.8,1,dir,1,info=,4913.95,4929.6
2021-12-21_14:23:07.962,sell,IC2201,7296.6,1,dir,2,info=,7279.83,7296.6
2021-12-21_14:29:15.209,sell,SGX_CN_2112,15784,7,dir,2,info=,15783.2,
2021-12-21_14:29:15.210,sell,SGX_CN_2112,15784,20,dir,2,info=,15783.2,
2021-12-21_14:29:15.230,sell,SGX_CN_2112,15784,3,dir,2,info=,15783.2,
2021-12-21_14:29:15.259,buy,IF2201,4925.8,2,dir,1,info=,4909.76,4925.2
2021-12-21_14:29:15.260,buy,IF2201,4925.8,1,dir,1,info=,4909.76,4925.2
2021-12-21_14:29:15.260,sell,IC2201,7287.6,1,dir,2,info=,7273.7,7287.6
2021-12-22_09:33:12.276,sell,SGX_CN_2112,15839,8,dir,2,info=,15826.3,
2021-12-22_09:33:12.277,sell,SGX_CN_2112,15839,16,dir,2,info=,15826.3,
2021-12-22_09:33:12.297,sell,SGX_CN_2112,15839,2,dir,2,info=,15826.3,
2021-12-22_09:33:12.298,sell,SGX_CN_2112,15839,4,dir,2,info=,15826.3,
2021-12-22_09:33:12.299,buy,IF2201,4935.2,1,dir,1,info=,4922.65,4935
2021-12-22_09:33:12.299,buy,IF2201,4935.6,1,dir,1,info=,4922.65,4935
2021-12-22_09:33:12.309,sell,IC2201,7273.4,1,dir,2,info=,7275.55,7273.2
2021-12-22_09:33:12.424,buy,IF2201,4935,1,dir,1,info=,4922.65,4935
2021-12-22_10:11:11.234,sell,SGX_CN_2112,15811,5,dir,2,info=,15806.4,
2021-12-22_10:11:11.235,sell,SGX_CN_2112,15811,2,dir,2,info=,15806.4,
2021-12-22_10:11:11.255,sell,SGX_CN_2112,15811,2,dir,2,info=,15806,
2021-12-22_10:11:11.256,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.257,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.287,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.288,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.289,buy,IF2201,4932,1,dir,1,info=,4920.98,4931.8
2021-12-22_10:11:11.309,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.309,sell,SGX_CN_2112,15811,1,dir,2,info=,15806,
2021-12-22_10:11:11.767,sell,SGX_CN_2112,15811,15,dir,2,info=,15806.4,
2021-12-22_10:11:11.780,buy,IF2201,4932.4,1,dir,1,info=,4921,4932.4
2021-12-22_10:11:11.780,buy,IF2201,4932.8,1,dir,1,info=,4921,4932.4
